states,actions
"[[1.039      0.937      0.         0.         1.47925349]
 [1.04       0.942      0.         0.         1.48195124]
 [1.04       0.947      0.         0.         1.48735946]
 [1.04       0.952      0.         0.         1.49278463]
 [1.041      0.957      0.         0.         1.49832539]]",[[0.2   0.196]]
"[[1.04       0.942      0.         0.         1.48195124]
 [1.04       0.947      0.         0.         1.48735946]
 [1.04       0.952      0.         0.         1.49278463]
 [1.041      0.957      0.         0.         1.49832539]
 [1.041      0.962      0.         0.         1.50095412]]",[[0.2   0.196]]
"[[1.04       0.947      0.         0.         1.48735946]
 [1.04       0.952      0.         0.         1.49278463]
 [1.041      0.957      0.         0.         1.49832539]
 [1.041      0.962      0.         0.         1.50095412]
 [1.041      0.966      0.         0.         1.50642154]]",[[0.2   0.196]]
"[[1.04       0.952      0.         0.         1.49278463]
 [1.041      0.957      0.         0.         1.49832539]
 [1.041      0.962      0.         0.         1.50095412]
 [1.041      0.966      0.         0.         1.50642154]
 [1.042      0.971      0.         0.         1.51198651]]",[[0.2   0.196]]
"[[1.041      0.957      0.         0.         1.49832539]
 [1.041      0.962      0.         0.         1.50095412]
 [1.041      0.966      0.         0.         1.50642154]
 [1.042      0.971      0.         0.         1.51198651]
 [1.042      0.976      0.         0.         1.51465423]]",[[0.2   0.196]]
"[[1.041      0.962      0.         0.         1.50095412]
 [1.041      0.966      0.         0.         1.50642154]
 [1.042      0.971      0.         0.         1.51198651]
 [1.042      0.976      0.         0.         1.51465423]
 [1.042      0.981      0.         0.         1.52023339]]",[[0.2   0.197]]
"[[1.041      0.966      0.         0.         1.50642154]
 [1.042      0.971      0.         0.         1.51198651]
 [1.042      0.976      0.         0.         1.51465423]
 [1.042      0.981      0.         0.         1.52023339]
 [1.043      0.986      0.         0.         1.52575213]]",[[0.2   0.197]]
"[[1.042      0.971      0.         0.         1.51198651]
 [1.042      0.976      0.         0.         1.51465423]
 [1.042      0.981      0.         0.         1.52023339]
 [1.043      0.986      0.         0.         1.52575213]
 [1.043      0.991      0.         0.         1.53128746]]",[[0.2   0.197]]
"[[1.042      0.976      0.         0.         1.51465423]
 [1.042      0.981      0.         0.         1.52023339]
 [1.043      0.986      0.         0.         1.52575213]
 [1.043      0.991      0.         0.         1.53128746]
 [1.043      0.996      0.         0.         1.53406134]]",[[0.2   0.197]]
"[[1.042      0.981      0.         0.         1.52023339]
 [1.043      0.986      0.         0.         1.52575213]
 [1.043      0.991      0.         0.         1.53128746]
 [1.043      0.996      0.         0.         1.53406134]
 [1.043      1.         0.         0.         1.53962147]]",[[0.2   0.197]]
"[[1.043      0.986      0.         0.         1.52575213]
 [1.043      0.991      0.         0.         1.53128746]
 [1.043      0.996      0.         0.         1.53406134]
 [1.043      1.         0.         0.         1.53962147]
 [1.043      1.005      0.         0.         1.54519804]]",[[0.2   0.197]]
"[[1.043      0.991      0.         0.         1.53128746]
 [1.043      0.996      0.         0.         1.53406134]
 [1.043      1.         0.         0.         1.53962147]
 [1.043      1.005      0.         0.         1.54519804]
 [1.043      1.01       0.         0.         1.54799247]]",[[0.2   0.195]]
"[[1.043      0.996      0.         0.         1.53406134]
 [1.043      1.         0.         0.         1.53962147]
 [1.043      1.005      0.         0.         1.54519804]
 [1.043      1.01       0.         0.         1.54799247]
 [1.043      1.015      0.         0.         1.55359359]]",[[0.2   0.197]]
"[[1.043      1.         0.         0.         1.53962147]
 [1.043      1.005      0.         0.         1.54519804]
 [1.043      1.01       0.         0.         1.54799247]
 [1.043      1.015      0.         0.         1.55359359]
 [1.043      1.02       0.         0.         1.55921098]]",[[0.2   0.198]]
"[[1.043      1.005      0.         0.         1.54519804]
 [1.043      1.01       0.         0.         1.54799247]
 [1.043      1.015      0.         0.         1.55359359]
 [1.043      1.02       0.         0.         1.55921098]
 [1.044      1.025      0.         0.         1.56485293]]",[[0.2   0.198]]
"[[1.043      1.01       0.         0.         1.54799247]
 [1.043      1.015      0.         0.         1.55359359]
 [1.043      1.02       0.         0.         1.55921098]
 [1.044      1.025      0.         0.         1.56485293]
 [1.044      1.029      0.         0.         1.56766739]]",[[0.2   0.198]]
"[[1.043      1.015      0.         0.         1.55359359]
 [1.043      1.02       0.         0.         1.55921098]
 [1.044      1.025      0.         0.         1.56485293]
 [1.044      1.029      0.         0.         1.56766739]
 [1.044      1.034      0.         0.         1.57332509]]",[[0.2   0.198]]
"[[1.043      1.02       0.         0.         1.55921098]
 [1.044      1.025      0.         0.         1.56485293]
 [1.044      1.029      0.         0.         1.56766739]
 [1.044      1.034      0.         0.         1.57332509]
 [1.044      1.039      0.         0.         1.57899877]]",[[0.2   0.198]]
"[[1.044      1.025      0.         0.         1.56485293]
 [1.044      1.029      0.         0.         1.56766739]
 [1.044      1.034      0.         0.         1.57332509]
 [1.044      1.039      0.         0.         1.57899877]
 [1.043      1.044      0.         0.         1.58184157]]",[[0.2   0.199]]
"[[1.044      1.029      0.         0.         1.56766739]
 [1.044      1.034      0.         0.         1.57332509]
 [1.044      1.039      0.         0.         1.57899877]
 [1.043      1.044      0.         0.         1.58184157]
 [1.043      1.049      0.         0.         1.58753902]]",[[0.2   0.199]]
"[[1.044      1.034      0.         0.         1.57332509]
 [1.044      1.039      0.         0.         1.57899877]
 [1.043      1.044      0.         0.         1.58184157]
 [1.043      1.049      0.         0.         1.58753902]
 [1.043      1.054      0.         0.         1.59325221]]",[[0.2   0.199]]
"[[1.044      1.039      0.         0.         1.57899877]
 [1.043      1.044      0.         0.         1.58184157]
 [1.043      1.049      0.         0.         1.58753902]
 [1.043      1.054      0.         0.         1.59325221]
 [1.043      1.059      0.         0.         1.59611467]]",[[0.2   0.199]]
"[[1.043      1.044      0.         0.         1.58184157]
 [1.043      1.049      0.         0.         1.58753902]
 [1.043      1.054      0.         0.         1.59325221]
 [1.043      1.059      0.         0.         1.59611467]
 [1.043      1.063      0.         0.         1.60185124]]",[[0.2   0.199]]
"[[1.043      1.049      0.         0.         1.58753902]
 [1.043      1.054      0.         0.         1.59325221]
 [1.043      1.059      0.         0.         1.59611467]
 [1.043      1.063      0.         0.         1.60185124]
 [1.043      1.068      0.         0.         1.60760326]]",[[0.2   0.199]]
"[[1.043      1.054      0.         0.         1.59325221]
 [1.043      1.059      0.         0.         1.59611467]
 [1.043      1.063      0.         0.         1.60185124]
 [1.043      1.068      0.         0.         1.60760326]
 [1.043      1.073      0.         0.         1.61337062]]",[[0.2 0.2]]
"[[1.043      1.059      0.         0.         1.59611467]
 [1.043      1.063      0.         0.         1.60185124]
 [1.043      1.068      0.         0.         1.60760326]
 [1.043      1.073      0.         0.         1.61337062]
 [1.042      1.078      0.         0.         1.61626001]]",[[0.2 0.2]]
"[[1.043      1.063      0.         0.         1.60185124]
 [1.043      1.068      0.         0.         1.60760326]
 [1.043      1.073      0.         0.         1.61337062]
 [1.042      1.078      0.         0.         1.61626001]
 [1.042      1.083      0.         0.         1.62205013]]",[[0.2 0.2]]
"[[1.043      1.068      0.         0.         1.60760326]
 [1.043      1.073      0.         0.         1.61337062]
 [1.042      1.078      0.         0.         1.61626001]
 [1.042      1.083      0.         0.         1.62205013]
 [1.042      1.088      0.         0.         1.62785527]]",[[0.2 0.2]]
"[[1.043      1.073      0.         0.         1.61337062]
 [1.042      1.078      0.         0.         1.61626001]
 [1.042      1.083      0.         0.         1.62205013]
 [1.042      1.088      0.         0.         1.62785527]
 [1.042      1.093      0.         0.         1.63085076]]",[[0.2 0.2]]
"[[1.042      1.078      0.         0.         1.61626001]
 [1.042      1.083      0.         0.         1.62205013]
 [1.042      1.088      0.         0.         1.62785527]
 [1.042      1.093      0.         0.         1.63085076]
 [1.041      1.097      0.         0.         1.63659083]]",[[0.2 0.2]]
"[[1.042      1.083      0.         0.         1.62205013]
 [1.042      1.088      0.         0.         1.62785527]
 [1.042      1.093      0.         0.         1.63085076]
 [1.041      1.097      0.         0.         1.63659083]
 [1.041      1.102      0.         0.         1.6424329 ]]",[[0.2   0.201]]
"[[1.042      1.088      0.         0.         1.62785527]
 [1.042      1.093      0.         0.         1.63085076]
 [1.041      1.097      0.         0.         1.63659083]
 [1.041      1.102      0.         0.         1.6424329 ]
 [1.041      1.107      0.         0.         1.64546864]]",[[0.2   0.201]]
"[[1.042      1.093      0.         0.         1.63085076]
 [1.041      1.097      0.         0.         1.63659083]
 [1.041      1.102      0.         0.         1.6424329 ]
 [1.041      1.107      0.         0.         1.64546864]
 [1.04       1.112      0.         0.         1.6513413 ]]",[[0.2   0.201]]
"[[1.041      1.097      0.         0.         1.63659083]
 [1.041      1.102      0.         0.         1.6424329 ]
 [1.041      1.107      0.         0.         1.64546864]
 [1.04       1.112      0.         0.         1.6513413 ]
 [1.04       1.117      0.         0.         1.65440595]]",[[0.2   0.201]]
"[[1.041      1.102      0.         0.         1.6424329 ]
 [1.041      1.107      0.         0.         1.64546864]
 [1.04       1.112      0.         0.         1.6513413 ]
 [1.04       1.117      0.         0.         1.65440595]
 [1.04       1.122      0.         0.         1.66017714]]",[[0.2   0.201]]
"[[1.041      1.107      0.         0.         1.64546864]
 [1.04       1.112      0.         0.         1.6513413 ]
 [1.04       1.117      0.         0.         1.65440595]
 [1.04       1.122      0.         0.         1.66017714]
 [1.039      1.127      0.         0.         1.66608536]]",[[0.2   0.202]]
"[[1.04       1.112      0.         0.         1.6513413 ]
 [1.04       1.117      0.         0.         1.65440595]
 [1.04       1.122      0.         0.         1.66017714]
 [1.039      1.127      0.         0.         1.66608536]
 [1.039      1.131      0.         0.         1.66919018]]",[[0.2   0.202]]
"[[1.04       1.117      0.         0.         1.65440595]
 [1.04       1.122      0.         0.         1.66017714]
 [1.039      1.127      0.         0.         1.66608536]
 [1.039      1.131      0.         0.         1.66919018]
 [1.038      1.136      0.         0.         1.67512836]]",[[0.2   0.202]]
"[[1.04       1.122      0.         0.         1.66017714]
 [1.039      1.127      0.         0.         1.66608536]
 [1.039      1.131      0.         0.         1.66919018]
 [1.038      1.136      0.         0.         1.67512836]
 [1.038      1.141      0.         0.         1.68108025]]",[[0.2   0.202]]
"[[1.039      1.127      0.         0.         1.66608536]
 [1.039      1.131      0.         0.         1.66919018]
 [1.038      1.136      0.         0.         1.67512836]
 [1.038      1.141      0.         0.         1.68108025]
 [1.037      1.146      0.         0.         1.68406129]]",[[0.2   0.202]]
"[[1.039      1.131      0.         0.         1.66919018]
 [1.038      1.136      0.         0.         1.67512836]
 [1.038      1.141      0.         0.         1.68108025]
 [1.037      1.146      0.         0.         1.68406129]
 [1.036      1.151      0.         0.         1.69003344]]",[[0.2   0.203]]
"[[1.038      1.136      0.         0.         1.67512836]
 [1.038      1.141      0.         0.         1.68108025]
 [1.037      1.146      0.         0.         1.68406129]
 [1.036      1.151      0.         0.         1.69003344]
 [1.036      1.156      0.         0.         1.69601884]]",[[0.2   0.203]]
"[[1.038      1.141      0.         0.         1.68108025]
 [1.037      1.146      0.         0.         1.68406129]
 [1.036      1.151      0.         0.         1.69003344]
 [1.036      1.156      0.         0.         1.69601884]
 [1.035      1.16       0.         0.         1.6992086 ]]",[[0.2   0.203]]
"[[1.037      1.146      0.         0.         1.68406129]
 [1.036      1.151      0.         0.         1.69003344]
 [1.036      1.156      0.         0.         1.69601884]
 [1.035      1.16       0.         0.         1.6992086 ]
 [1.035      1.165      0.         0.         1.70522292]]",[[0.2   0.203]]
"[[1.036      1.151      0.         0.         1.69003344]
 [1.036      1.156      0.         0.         1.69601884]
 [1.035      1.16       0.         0.         1.6992086 ]
 [1.035      1.165      0.         0.         1.70522292]
 [1.034      1.17       0.         0.         1.70844178]]",[[0.2   0.203]]
"[[1.036      1.156      0.         0.         1.69601884]
 [1.035      1.16       0.         0.         1.6992086 ]
 [1.035      1.165      0.         0.         1.70522292]
 [1.034      1.17       0.         0.         1.70844178]
 [1.033      1.175      0.         0.         1.71448474]]",[[0.2   0.203]]
"[[1.035      1.16       0.         0.         1.6992086 ]
 [1.035      1.165      0.         0.         1.70522292]
 [1.034      1.17       0.         0.         1.70844178]
 [1.033      1.175      0.         0.         1.71448474]
 [1.033      1.18       0.         0.         1.72031434]]",[[0.2   0.204]]
"[[1.035      1.165      0.         0.         1.70522292]
 [1.034      1.17       0.         0.         1.70844178]
 [1.033      1.175      0.         0.         1.71448474]
 [1.033      1.18       0.         0.         1.72031434]
 [1.032      1.184      0.         0.         1.72357264]]",[[0.2   0.204]]
"[[1.034      1.17       0.         0.         1.70844178]
 [1.033      1.175      0.         0.         1.71448474]
 [1.033      1.18       0.         0.         1.72031434]
 [1.032      1.184      0.         0.         1.72357264]
 [1.031      1.189      0.         0.         1.72964656]]",[[0.2   0.204]]
"[[1.033      1.175      0.         0.         1.71448474]
 [1.033      1.18       0.         0.         1.72031434]
 [1.032      1.184      0.         0.         1.72357264]
 [1.031      1.189      0.         0.         1.72964656]
 [1.03       1.194      0.         0.         1.73573246]]",[[0.2   0.204]]
"[[1.033      1.18       0.         0.         1.72031434]
 [1.032      1.184      0.         0.         1.72357264]
 [1.031      1.189      0.         0.         1.72964656]
 [1.03       1.194      0.         0.         1.73573246]
 [1.03       1.199      0.         0.         1.7390354 ]]",[[0.2   0.204]]
"[[1.032      1.184      0.         0.         1.72357264]
 [1.031      1.189      0.         0.         1.72964656]
 [1.03       1.194      0.         0.         1.73573246]
 [1.03       1.199      0.         0.         1.7390354 ]
 [1.029      1.203      0.         0.         1.74514861]]",[[0.2   0.205]]
"[[1.031      1.189      0.         0.         1.72964656]
 [1.03       1.194      0.         0.         1.73573246]
 [1.03       1.199      0.         0.         1.7390354 ]
 [1.029      1.203      0.         0.         1.74514861]
 [1.028      1.208      0.         0.         1.74848051]]",[[0.2   0.205]]
"[[1.03       1.194      0.         0.         1.73573246]
 [1.03       1.199      0.         0.         1.7390354 ]
 [1.029      1.203      0.         0.         1.74514861]
 [1.028      1.208      0.         0.         1.74848051]
 [1.027      1.213      0.         0.         1.75462062]]",[[0.2   0.205]]
"[[1.03       1.199      0.         0.         1.7390354 ]
 [1.029      1.203      0.         0.         1.74514861]
 [1.028      1.208      0.         0.         1.74848051]
 [1.027      1.213      0.         0.         1.75462062]
 [1.026      1.218      0.         0.         1.75798146]]",[[0.2   0.205]]
"[[1.029      1.203      0.         0.         1.74514861]
 [1.028      1.208      0.         0.         1.74848051]
 [1.027      1.213      0.         0.         1.75462062]
 [1.026      1.218      0.         0.         1.75798146]
 [1.025      1.223      0.         0.         1.76385156]]",[[0.2   0.205]]
"[[1.028      1.208      0.         0.         1.74848051]
 [1.027      1.213      0.         0.         1.75462062]
 [1.026      1.218      0.         0.         1.75798146]
 [1.025      1.223      0.         0.         1.76385156]
 [1.024      1.227      0.         0.         1.770019  ]]",[[0.2   0.205]]
"[[1.027      1.213      0.         0.         1.75462062]
 [1.026      1.218      0.         0.         1.75798146]
 [1.025      1.223      0.         0.         1.76385156]
 [1.024      1.227      0.         0.         1.770019  ]
 [1.023      1.232      0.         0.         1.7734181 ]]",[[0.2   0.206]]
"[[1.026      1.218      0.         0.         1.75798146]
 [1.025      1.223      0.         0.         1.76385156]
 [1.024      1.227      0.         0.         1.770019  ]
 [1.023      1.232      0.         0.         1.7734181 ]
 [1.022      1.237      0.         0.         1.77961115]]",[[0.2   0.206]]
"[[1.025      1.223      0.         0.         1.76385156]
 [1.024      1.227      0.         0.         1.770019  ]
 [1.023      1.232      0.         0.         1.7734181 ]
 [1.022      1.237      0.         0.         1.77961115]
 [1.021      1.242      0.         0.         1.7830389 ]]",[[0.2   0.206]]
"[[1.024      1.227      0.         0.         1.770019  ]
 [1.023      1.232      0.         0.         1.7734181 ]
 [1.022      1.237      0.         0.         1.77961115]
 [1.021      1.242      0.         0.         1.7830389 ]
 [1.02       1.246      0.         0.         1.78925709]]",[[0.2   0.206]]
"[[1.023      1.232      0.         0.         1.7734181 ]
 [1.022      1.237      0.         0.         1.77961115]
 [1.021      1.242      0.         0.         1.7830389 ]
 [1.02       1.246      0.         0.         1.78925709]
 [1.019      1.251      0.         0.         1.79548501]]",[[0.2   0.206]]
"[[1.022      1.237      0.         0.         1.77961115]
 [1.021      1.242      0.         0.         1.7830389 ]
 [1.02       1.246      0.         0.         1.78925709]
 [1.019      1.251      0.         0.         1.79548501]
 [1.018      1.256      0.         0.         1.79895622]]",[[0.2   0.207]]
"[[1.021      1.242      0.         0.         1.7830389 ]
 [1.02       1.246      0.         0.         1.78925709]
 [1.019      1.251      0.         0.         1.79548501]
 [1.018      1.256      0.         0.         1.79895622]
 [1.017      1.261      0.         0.         1.80520838]]",[[0.2   0.207]]
"[[1.02       1.246      0.         0.         1.78925709]
 [1.019      1.251      0.         0.         1.79548501]
 [1.018      1.256      0.         0.         1.79895622]
 [1.017      1.261      0.         0.         1.80520838]
 [1.016      1.265      0.         0.         1.80870791]]",[[0.2   0.207]]
"[[1.019      1.251      0.         0.         1.79548501]
 [1.018      1.256      0.         0.         1.79895622]
 [1.017      1.261      0.         0.         1.80520838]
 [1.016      1.265      0.         0.         1.80870791]
 [1.015      1.27       0.         0.         1.81498375]]",[[0.2   0.207]]
"[[1.018      1.256      0.         0.         1.79895622]
 [1.017      1.261      0.         0.         1.80520838]
 [1.016      1.265      0.         0.         1.80870791]
 [1.015      1.27       0.         0.         1.81498375]
 [1.013      1.275      0.         0.         1.81851147]]",[[0.2   0.207]]
"[[1.017      1.261      0.         0.         1.80520838]
 [1.016      1.265      0.         0.         1.80870791]
 [1.015      1.27       0.         0.         1.81498375]
 [1.013      1.275      0.         0.         1.81851147]
 [1.012      1.279      0.         0.         1.82481042]]",[[0.2   0.207]]
"[[1.016      1.265      0.         0.         1.80870791]
 [1.015      1.27       0.         0.         1.81498375]
 [1.013      1.275      0.         0.         1.81851147]
 [1.012      1.279      0.         0.         1.82481042]
 [1.011      1.284      0.         0.         1.82836618]]",[[0.2   0.208]]
"[[1.015      1.27       0.         0.         1.81498375]
 [1.013      1.275      0.         0.         1.81851147]
 [1.012      1.279      0.         0.         1.82481042]
 [1.011      1.284      0.         0.         1.82836618]
 [1.01       1.289      0.         0.         1.83468763]]",[[0.2   0.208]]
"[[1.013      1.275      0.         0.         1.81851147]
 [1.012      1.279      0.         0.         1.82481042]
 [1.011      1.284      0.         0.         1.82836618]
 [1.01       1.289      0.         0.         1.83468763]
 [1.008      1.293      0.         0.         1.83827126]]",[[0.2   0.208]]
"[[1.012      1.279      0.         0.         1.82481042]
 [1.011      1.284      0.         0.         1.82836618]
 [1.01       1.289      0.         0.         1.83468763]
 [1.008      1.293      0.         0.         1.83827126]
 [1.007      1.298      0.         0.         1.84461459]]",[[0.2   0.208]]
